Label,Statement
1,"['say', 'state', 'peopl', 'welfar', 'employ']"
1,"['say', 'feder', 'reserv', 'chairman', 'alan', 'greenspan', 'say', 'worker', 'insecur', 'that', 'healthi', 'societi', 'theyll', 'serv', 'master', 'glad', 'passiv']"
5,"['econom', 'stimulus']"
1,"['neighborhood', 'violentund', 'presid', 'barack', 'obama', 'watch']"
1,"['obama', 'admin', 'gut', 'projchildsaf', 'budget', 'provid', 'trigger', 'lock', 'safeti', 'kit']"
5,"['barack', 'obama', 'health', 'care', 'plan', 'leav', 'million', 'american']"
5,"['high', 'school', 'graduat', 'rate', 'highest', 'record']"
1,"['ohio', 'rep', 'marcia', 'fudg', 'marci', 'kaptur', 'denni', 'kucinich', 'socialist', 'open', 'serv', 'congress']"
5,"['engag', 'nation', 'build', 'afghanistan']"
1,"['say', 'defens', 'depart', 'shrink', 'wrap', 'billion', 'american', 'money', 'load', 'pallet', 'transport', 'plane', 'iraq', 'pass', 'bill', 'receipt']"
1,"['say', 'stand', 'parti', 'vote', 'budget', 'stop', 'runaway', 'govern', 'spend']"
1,"['democrat', 'pocket']"
5,"['florida', 'propos', 'amend', 'medic', 'marijuana', 'allow', 'peopl', 'alleg', 'minor', 'ailment', 'muscl', 'spasm', 'neck', 'pain', 'pain', 'menstrual', 'cramp', 'qualifi', 'govern', 'sanction', 'smoke']"
1,"['doctor', 'ebola', 'transmit', 'sneez', 'cough']"
5,"['bishop', 'unit', 'state', 'believ', 'come', 'afford', 'comprehens', 'univers', 'health', 'care']"
1,"['support', 'ronald', 'reagan', 'polici']"
1,"['say', 'suprem', 'court', 'nomine', 'merrick', 'garlandvot', 'folk', 'know', 'washington', 'gun', 'away', 'privat', 'citizen']"
1,"['year', 'hard', 'anybodi', 'countri', 'health', 'insur']"
5,"['suprem', 'court', 'time', 'year', 'say', 'marriag', 'fundament', 'right', 'say', 'woman']"
5,"['say', 'alex', 'sink', 'support', 'tax', 'water']"
5,"['self', 'fund', 'campaign']"
1,"['kentuckian', 'enrol', 'obamacar', 'drop', 'coverag']"
1,"['american', 'lose', 'job', 'barack', 'obama', 'presid', 'modern', 'histori']"
1,"['say', 'money', 'budget', 'break', 'includ', 'peopl', 'make', 'million']"
5,"['say', 'year', 'american', 'histori', 'minor', 'bear', 'peopl', 'major']"
5,"['status', 'illeg', 'immigr']"
5,"['go', 'harder', 'vote', 'virginia']"
5,"['say', 'patrick', 'call', 'immigr', 'texa', 'invas', 'say', 'immigr', 'come', 'texa', 'bring', 'world', 'diseas']"
1,"['harri', 'reid', 'vote', 'taxpay', 'dollar', 'viagra', 'convict', 'child', 'molest', 'offend']"
5,"['averag', 'time', 'hold', 'share', 'stock', 'year', 'averag', 'time', 'month']"
5,"['ohio', 'victor', 'presid', 'time']"
5,"['obamacar', 'member', 'congress', 'requir', 'purchas', 'health', 'insur', 'exchang']"
1,"['human', 'traffic', 'victim', 'locat', 'texa']"
5,"['bureaucrat', 'depart', 'educ', 'get', 'pay', 'averag', 'salari', 'year', 'teacher', 'georgia', 'get', 'pay', 'half']"
1,"['say', 'chris', 'christi', 'poll', 'corzin', 'governor', 'race']"
5,"['say', 'donald', 'trump', 'spend', 'money', 'competit', 'primari', 'contend', 'beat', 'bad']"
5,"['houston', 'school', 'district', 'analysi', 'state', 'board', 'educ', 'quadrupl', 'number', 'histor', 'figur', 'student', 'learn']"
5,"['florida', 'high', 'school', 'graduat', 'rat', 'continu', 'increas', 'fastest', 'rate', 'nation', 'florida', 'lead', 'nation', 'rate', 'hispan', 'graduat']"
1,"['say', 'plan', 'rais', 'registr', 'leav', 'virginia', 'that', 'equal', 'lower', 'state']"
1,"['spend', 'half', 'trillion', 'dollar', 'year', 'prepar']"
1,"['owe', 'sell', 'share', 'share', 'highest', 'valu', 'general', 'motor', 'share', 'dollar']"
5,"['there', 'congressmen', 'senat', 'convict', 'feloni', 'retir', 'jail', 'dont', 'wait', 'theyr']"
1,"['say', 'mitt', 'romney', 'say', 'januari', 'debat', 'paul', 'ryan', 'plan', 'pay', 'tax', 'year']"
5,"['hous', 'republican', 'pledg', 'introduc', 'reform', 'america', 'health', 'care', 'parti', 'fail', 'produc', 'legisl']"
5,"['poll', 'american', 'overwhelm', 'oppos', 'obamacar', 'especi', 'individu', 'mandat']"
5,"['hous', 'deleg', 'budget', 'cut', 'million', 'educ']"
1,"['texa', 'teach', 'creation', 'evolut', 'public', 'school']"
1,"['telecom', 'state', 'corpor', 'commiss', 'get', 'rate', 'return', 'inform', 'electr', 'util']"
1,"['portland', 'public', 'school', 'invit', 'pay', 'school', 'bureaucrat', 'administr', 'teacher', 'staff', 'needi', 'student', 'affluent', 'parent', 'student', 'adult', 'includ', 'extrem', 'adult', 'homeless', 'illeg', 'alien', 'fanat', 'muslim', 'terrorist', 'drug', 'addict', 'street', 'peopl', 'enjoy', 'cheap', 'breakfast', 'taxpay', 'pay', 'school', 'facil', 'amidst', 'school', 'children']"
5,"['mccain', 'lobbi', 'million', 'pork', 'project', 'honor', 'conserv', 'justic']"
1,"['confront', 'unexpect', 'storm', 'metropolitan', 'area']"
5,"['manufactur', 'fewer', 'employe', 'averag', 'cost', 'term', 'regul', 'employe']"
5,"['health', 'care', 'creat', 'million', 'job', 'job', 'immedi']"
1,"['scott', 'rigel', 'want', 'owner', 'feder', 'registr']"
1,"['say', 'pension', 'contribut', 'chris', 'christi', 'repres', 'percent', 'total', 'contribut', 'year', 'that', 'right', 'year', 'total', 'state', 'contribut', 'billion']"
5,"['water', 'qualiti', 'ocean', 'perfect', 'test', 'ocean', 'shore', 'jersey']"
1,"['balanc', 'budget', 'straight', 'year', 'pay', 'billion', 'debt']"
5,"['sherrod', 'brown', 'vote', 'year', 'liber', 'senat', 'unit', 'state', 'america', 'liber', 'berni', 'sander']"
1,"['greg', 'abbott', 'pursu', 'report', 'sexual', 'abus', 'boy', 'west', 'texa', 'state', 'school']"
1,"['governor', 'inform', 'senat', 'presid', 'absenc', 'state']"
1,"['oppon', 'olen', 'thank', 'arizona', 'immigr', 'rule', 'team', 'clinton', 'elect']"
1,"['major', 'american', 'harri', 'truman', 'day', 'support', 'singl', 'payer', 'health', 'insur', 'medicar']"
5,"['say', 'ohio', 'john', 'kasich', 'worst', 'rat', 'spend', 'governor', 'countri', 'republican', 'democrat']"
1,"['benghazi', 'probe', 'longest', 'run', 'congression', 'investig']"
1,"['say', 'bush', 'extend', 'earli', 'vote', 'see', 'long', 'line']"
1,"['say', 'presid', 'barack', 'obama', 'think', 'american', 'lazi']"
5,"['say', 'scott', 'walker', 'caus', 'wisconsin', 'lose', 'job', 'state', 'countri']"
1,"['measur', 'repeal', 'state', 'prevail', 'wage', 'easier', 'state', 'contractor', 'hire', 'illeg', 'worker', 'wisconsin', 'construct', 'job', 'illeg', 'worker', 'loophol', 'state', 'budget']"
5,"['arrest', 'citi', 'year', 'panhandl', 'relat', 'offens', 'involv', 'suspect', 'indic', 'peopl', 'panhandl']"
5,"['say', 'million', 'oregonian', 'receiv', 'import', 'medic', 'servic', 'health', 'plan']"
5,"['pend', 'feder', 'waiver', 'legislatur', 'elimin', 'overtest', 'student', 'grade', 'decreas', 'number', 'test']"
1,"['ask', 'public', 'employe', 'percent', 'cost', 'guarante', 'pension', 'percent', 'cost', 'health', 'care', 'leadership', 'public', 'employe', 'union', 'dont', 'want']"
5,"['unit', 'state', 'govern', 'constitut', 'say', 'peopl', 'death']"
5,"['obama', 'spokesman', 'burton', 'say', 'clinton', 'give', 'bush', 'blank', 'check', 'critic', 'foreign', 'polici', 'issu']"
1,"['pass', 'appar', 'clinton', 'administr', 'recruit', 'offic', 'marin', 'militari', 'abl', 'gun', 'appar', 'prohibit']"
5,"['democrat', 'governor', 'associ', 'obama', 'polit', 'machin', 'come', 'republican', 'primari', 'elect', 'spend', 'million', 'coupl', 'day']"
1,"['stimulus', 'money', 'fund', 'govern', 'board', 'recommend', 'cost', 'job', 'billion', 'sale']"
1,"['year', 'piec', 'legisl', 'cosponsor', 'pass', 'john', 'duncan']"
5,"['citi', 'counti', 'georgia', 'dont', 'websit', 'elect', 'offici', 'dont', 'email', 'address']"
1,"['favor', 'shut', 'govern', 'vote', 'fund', 'govern', 'fulli']"
5,"['confeder', 'battl', 'flag', 'fli', 'texa', 'soon', 'licens', 'plat']"
5,"['say', 'peta', 'fanci', 'drone', 'follow', 'hunter', 'place', 'countri']"
1,"['unit', 'state', 'student', 'achiev', 'number', 'develop', 'countri', 'come', 'scienc', 'math']"
1,"['say', 'mitt', 'romney', 'back', 'outlaw', 'abort', 'case', 'rape', 'incest']"
5,"['say', 'north', 'carolina', 'home', 'largest', 'militari', 'instal', 'world']"
1,"['year', 'time', 'suprem', 'court', 'unanim', 'includ', 'presid', 'liber', 'pick', 'strike', 'presid', 'execut', 'order']"
5,"['libya', 'america', 'spend', 'billion', 'total', 'didnt', 'lose', 'singl', 'life']"
1,"['percent', 'time', 'smart', 'gun', 'wont', 'work']"
5,"['look', 'incom', 'averag', 'american', 'theyr', 'absolut', 'flat', 'constant', 'dollar']"
5,"['rhode', 'island', 'parol', 'board', 'receiv', 'object', 'attorney', 'general', 'parol', 'convict', 'murder', 'alfr', 'brissett']"
5,"['high', 'unusu', 'suprem', 'court', 'confirm', 'presidenti', 'elect', 'year']"
5,"['guantanamo', 'compon', 'isi', 'qaida', 'propaganda']"
1,"['adam', 'putnam', 'silent', 'rush', 'limbaugh', 'call', 'sonia', 'sotomayor', 'racist']"
1,"['georg', 'allen', 'flat', 'plan', 'actual', 'shrink', 'revenu', 'thanth', 'perri', 'flat', 'plan']"
5,"['right', 'texa', 'doesnt', 'incom', 'oklahoma', 'lower', 'incom', 'rat', 'guess', 'sever', 'high']"
5,"['sarah', 'palin', 'year', 'elect', 'offic', 'experi']"
5,"['employe', 'lowest', 'level']"
5,"['ten', 'thousand', 'home', 'right', 'california', 'turn', 'faucet', 'drink', 'water']"
5,"['largest', 'number', 'bankruptci', 'countri', 'result', 'health', 'care']"
5,"['marco', 'rubio', 'absente', 'record', 'unit', 'state', 'senat']"
1,"['plan', 'result', 'collect', 'bargain', 'subsequ', 'chang', 'anybodi', 'insur', 'compani', 'obamacar', 'forc', 'grandfath', 'polici', 'chang']"
1,"['oregon', 'sixth', 'highest', 'combin', 'death', 'rate', 'countri']"
1,"['kill', 'motorist', 'fatal', 'strike', 'year', 'street', 'receiv', 'year', 'sentenc', 'bank', 'robberi', 'serv', 'year']"
5,"['leav', 'offic', 'million', 'surplus', 'provid', 'citi', 'million', 'deficit']"
5,"['hispan', 'fall', 'poverti', 'obama']"
5,"['year', 'feder', 'govern', 'revenu', 'year', 'histori', 'countri']"
5,"['govern', 'public', 'plan', 'creat', 'entitl', 'cost', 'trillion', 'year']"
5,"['count', 'unit', 'state', 'airstrik', 'isi', 'percent', 'combat', 'mission', 'return', 'base', 'have', 'fire', 'weapon']"
1,"['say', 'presid', 'barack', 'obama', 'pay', 'women', 'equal', 'measur', 'white', 'hous']"
1,"['say', 'senat', 'scott', 'brown', 'deliv', 'wall', 'street', 'save', 'bank', 'billion', 'tax']"
5,"['fact', 'million', 'job', 'lose', 'stimulus', 'sign', 'februari']"
5,"['rate', 'peopl', 'work', 'wisconsin', 'point', 'higher', 'nation']"
1,"['african', 'american', 'vote', 'percentag', 'popul', 'mississippi', 'sudden', 'democrat', 'state']"
1,"['hillari', 'clinton', 'surg', 'trade', 'deficit', 'china', 'secretari', 'state', 'cost', 'american', 'million', 'job']"
1,"['say', 'kuster', 'say', 'debat', 'america', 'debt', 'limit', 'import', 'issu']"
5,"['elimin', 'state', 'incom']"
5,"['isissend', 'social', 'media', 'messag']"
1,"['unemploy', 'hous', 'auto', 'industri', 'crise', 'fix', 'give', 'million', 'dollar', 'worker', 'retir']"
5,"['north', 'koreaha', 'dozennuclear', 'warhead']"
1,"['feder', 'govern', 'right', 'deport', 'crimin']"
5,"['presid', 'barack', 'obama', 'stimulus']"
5,"['emerg', 'room', 'account', 'percent', 'health', 'care', 'spend']"
5,"['say', 'hillari', 'clinton', 'say', 'work', 'relat', 'email', 'send', 'state', 'depart', 'director', 'say', 'that', 'true']"
5,"['say', 'mitt', 'romney', 'say', 'line']"
1,"['say', 'patrick', 'murphi', 'tri', 'hide', 'drunken', 'assault', 'polic', 'offic']"
1,"['florida', 'prohibit', 'doctor', 'talk', 'particular', 'pediatrician', 'talk', 'patient', 'safeti', 'home']"
5,"['look', 'decad', 'creat', 'million', 'job', 'state', 'texa', 'time', 'rest', 'america', 'lose', 'million']"
1,"['cruz', 'money', 'come', 'washington', 'outsid', 'state', 'texa']"
5,"['round', 'militari', 'base', 'close', 'result', 'save']"
1,"['florida', 'experi', 'posit', 'growth', 'consecut', 'month']"
5,"['mitt', 'romney', 'give', 'money', 'democrat', 'congress']"
1,"['execut', 'take', 'junket', 'twice']"
1,"['harri', 'reid', 'plan', 'basic', 'give', 'presid', 'blank', 'check']"
5,"['renacci', 'support', 'nation', 'sale', 'percent']"
1,"['home', 'owner', 'suicid', 'attribut', 'foreclosur']"
5,['polici']
5,"['chris', 'koster', 'oppos', 'protect', 'women', 'missouri', 'senat', 'vote', 'end', 'practic', 'make', 'rape', 'victim', 'rape', 'kit']"
1,"['obama', 'give', 'million', 'dollar', 'kenya', 'opposit', 'campaign', 'happen', 'cousin', 'raila', 'odinga']"
1,"['say', 'videotap', 'peopl', 'take', 'money', 'plane', 'ransom', 'iran', 'hostag']"
5,"['say', 'case', 'wolv', 'kill', 'peopl', 'rocki', 'mountain', 'state']"
1,"['percent', 'bridg', 'troubl']"
5,"['compani', 'shower', 'regul', 'miner', 'manag', 'servic', 'gift', 'favor', 'essenti', 'allow', 'conduct', 'safeti', 'inspect', 'write', 'regul']"
5,"['there', 'pretti', 'question', 'curfew', 'ordin', 'arent', 'effect', 'reduc', 'crime', 'prevent', 'harm', 'young', 'peopl']"
1,"['jeff', 'merkley', 'decid', 'vote', 'obamacar', 'oregon', 'unmitig', 'disast']"
5,"['beverag', 'increas', 'cost', 'soda', 'juic', 'drink', 'sport', 'drink', 'ice', 'tea', 'flavor', 'water']"
1,"['say', 'uncheck', 'democrat', 'major', 'trenton', 'respons', 'year', 'divers', 'state', 'unemploy', 'insur', 'trust', 'fund']"
5,"['nathan', 'deal', 'save', 'hope', 'scholarship', 'program']"
5,"['legal', 'prescript', 'drug', 'statist', 'kill', 'peopl', 'year', 'document', 'death', 'marijuana']"
1,"['estat', 'come', 'republican', 'like', 'teddi', 'roosevelt', 'real', 'simpl', 'reason', 'america', 'like', 'idea', 'massiv', 'inherit', 'wealth']"
5,"['percent', 'increas', 'domest', 'product', 'increas', 'world', 'suppli', 'percent', 'depend', 'foreign', 'virtual', 'effect', 'price', 'pump']"
1,"['time', 'price', 'gasolin', 'rise', 'cent', 'abillion', 'dollarsout', 'economi', 'go', 'saudi', 'arabia']"
1,"['peopl', 'year', 'exacerb', 'lack', 'enforc', 'offic', 'counti', 'respond', 'quick', 'crime', 'call']"
5,"['fiscal', 'cliff', 'deal', 'increas', 'spend']"
5,"['today', 'unit', 'state', 'sad', 'lowest', 'voter', 'turnout', 'major', 'countri', 'earth']"
5,"['recent', 'global', 'warm', 'summit', 'copenhagen', 'nanci', 'pelosi', 'stay', 'star', 'hotel', 'trip', 'cost', 'near', 'person']"
5,"['say', 'month', 'obama', 'administr', 'detain', 'peopl', 'nation', 'design', 'state', 'sponsor', 'terror', 'southwestern', 'border']"
5,"['rubio', 'admit', 'accept', 'stimulus', 'money']"
5,"['senat', 'hillari', 'clinton', 'law', 'year']"
1,"['say', 'donald', 'trump', 'break', 'promis', 'releas', 'return']"
5,"['tax', 'percent', 'work', 'famili']"
1,"['unit', 'state', 'record', 'number', 'abort', 'year', 'year', 'year']"
5,"['drone', 'technolog', 'allow', 'individu', 'record', 'home', 'drone', 'small', 'bird', 'immedi', 'upload', 'internet']"
1,"['say', 'word', 'speak', 'moon', 'houston']"
1,"['mccain', 'select', 'edit', 'biden', 'word', 'biden', 'actual', 'say', 'barack', 'obama', 'gonna', 'steel', 'spine']"
5,"['donald', 'trump', 'strategi', 'pretti', 'simpl', 'say', 'campaign', 'women', 'stay', 'home', 'young', 'peopl', 'stay', 'home', 'peopl', 'color', 'stay', 'home', 'smart', 'intellig', 'stay', 'home']"
5,"['record', 'number', 'rig', 'oper', 'right', 'work', 'rig', 'rest', 'world', 'combin']"
5,"['tax', 'middl', 'class', 'famili', 'small', 'busi']"
5,"['epidem', 'lead', 'caus', 'death', 'young', 'african', 'american', 'caus']"
5,"['mortgag', 'fraud', 'percent', 'year']"
5,"['clinton', 'invit', 'wright', 'white', 'hous', 'have', 'person', 'crise']"
5,"['say', 'fulton', 'counti', 'govern', 'rais', 'millag', 'rate']"
5,"['obamacar', 'premium', 'doubl', 'tripl', 'wisconsin']"
5,"['see', 'hate', 'crime', 'skyrocket', 'wake', 'immigr', 'debat']"
1,"['conni', 'mack', 'real', 'real', 'world', 'event', 'coordin', 'hooter']"
1,"['deni', 'say', 'obama', 'campaign', 'play', 'race', 'card']"
5,"['paul', 'ryan', 'spend', 'million', 'perman', 'derail', 'brad', 'schneider', 'progress', 'energ', 'campaign']"
5,"['that', 'child', 'owe', 'today', 'washington', 'politician', 'huge', 'spend', 'leav', 'kid']"
1,"['unit', 'state', 'major', 'countri', 'tax', 'export']"
1,"['secretari', 'state', 'hillari', 'clinton', 'launder', 'money', 'clinton', 'laureat', 'educ', 'clinton', 'honorari', 'chairman', 'group']"
5,"['black', 'unemploy', 'rate', 'increas', 'recoveri', 'begin']"
5,"['convent', 'center', 'sell', 'build', 'cost', 'taxpay', 'dime']"
5,"['say', 'data', 'collect', 'member', 'parti', 'serv', 'intellig', 'committe', 'vote', 'favor']"
5,"['say', 'media', 'distortedwhat', 'happen', 'babi', 'ralli']"
5,"['sanction', 'iranian', 'central', 'bank', 'shut', 'iran', 'economi']"
5,"['milwauke', 'counti', 'govern', 'debt', 'burden']"
5,"['say', 'percent', 'portland', 'elementari', 'school', 'instruct', 'compar', 'percent', 'nation']"
1,"['hurrican', 'katrina', 'dalla', 'antonio', 'take', 'refuge', 'white', 'bring', 'buddi', 'apart', 'build', 'feder', 'govern', 'rent', 'year', 'return', 'orlean', 'welfar']"
5,"['say', 'johnson', 'refer', 'lego', 'movi', 'insidi', 'anti', 'busi', 'conspiraci']"
1,"['say', 'salari', 'benefit', 'wisconsin', 'state', 'employe', 'compris', 'percent', 'state', 'budget']"
1,"['mari', 'burk', 'wast', 'million', 'dollar', 'vacant', 'cost', 'taxpay', 'near', 'million']"
5,"['privat', 'sector', 'job', 'creat', 'second', 'year', 'obama', 'administr', 'year', 'bush', 'administr']"
5,"['american', 'product', 'highest', 'level']"
5,"['background', 'check', 'futil', 'like', 'peopl', 'year', 'prosecut', 'tri', 'crimin', 'record', 'million']"
5,"['say', 'david', 'vitter', 'answer', 'prostitut', 'minut', 'skip', 'vote', 'honor', 'soldier', 'give', 'live', 'defens', 'freedom']"
1,"['rick', 'scott', 'activ', 'nation', 'guard', 'anticip', 'feder', 'disast', 'state', 'cost', 'includ', 'cost', 'recal', 'furlough', 'guardsmen', 'fulli', 'reimburs', 'fema']"
5,"['read', 'arizona', 'immigr', 'say', 'stop', 'violat', 'suspicion', 'illeg', 'legal']"
5,"['florida', 'propos', 'medic', 'marijuana', 'amend', 'florida', 'lenient', 'medic', 'marijuana', 'state', 'allow', 'limitless', 'condit', 'specifi', 'physician']"
1,"['state', 'govern', 'workforc', 'grow', 'kain', 'governor']"
5,"['say', 'union', 'obamacar', 'worker']"
5,"['presid', 'obama', 'budget', 'request', 'veteran', 'ismor', 'doubl', 'constant', 'dollar', 'appropri', 'veteran', 'popul', 'larger']"
5,"['today', 'america', 'percent', 'earn', 'year', 'time', 'happen', 'world']"
5,"['say', 'chuck', 'hagel', 'oppos', 'sanction', 'iran']"
1,"['seventi', 'percent', 'peopl', 'state', 'jersey', 'want', 'marriag', 'equal']"
5,"['say', 'senat', 'nomine', 'darryl', 'glenn', 'say', 'want', 'cruz', 'appoint', 'suprem', 'court']"
5,"['peopl', 'actual', 'break', 'transcript', 'oral', 'argument', 'antonin', 'scalia', 'tell', 'joke', 'laugh', 'justic']"
1,"['governor', 'propos', 'budget', 'raid', 'school', 'fund', 'grow']"
5,"['accord', 'research', 'percent', 'peopl', 'afghanistan', 'support', 'oppress', 'sharia']"
1,"['say', 'milwauke', 'counti', 'elect', 'offici', 'drive', 'luxuri', 'car', 'dime']"
5,"['massachusett', 'romney', 'narrow', 'student', 'differ', 'race']"
1,"['lake', 'counti', 'michigan', 'thereabout', 'conduct', 'feder', 'raid', 'marshal', 'texa', 'ranger']"
5,"['averag', 'seven', 'children', 'america', 'kill', 'gun']"
1,"['provid', 'feder', 'fund', 'abort']"
5,"['spend', 'health', 'care', 'countri', 'rank', 'life', 'expect', 'child', 'mortal']"
5,"['thank', 'week', 'largest', 'facebook', 'page', 'governor', 'race']"
5,"['say', 'ohio', 'state', 'estat', 'lowest', 'threshold', 'nation']"
5,"['volunt', 'firefight', 'communiti', 'serv', 'georgia', 'devast', 'obamacar']"
5,"['state', 'ethic', 'commiss', 'take', 'absolut', 'percent', 'cut', 'state', 'agenc', 'percent', 'rang', 'governor', 'offic']"
5,"['believ', 'carbon', 'deal', 'aggress', 'climat', 'chang', 'hillari', 'clinton', 'posit']"
5,"['paul', 'ryan', 'budget', 'propos', 'cut', 'medicar', 'social', 'secur', 'defens', 'year', 'year', 'dime', 'debt']"
1,"['say', 'hillaryclinton', 'immigr', 'platform', 'creat', 'total', 'open', 'border']"
5,"['countri', 'world', 'allow', 'abort', 'week', 'pregnanc']"
1,"['wisconsin', 'break', 'state', 'govern', 'billion', 'debt']"
5,"['today', 'russia', 'hold', 'precious', 'nation', 'secur', 'satellit', 'risk', 'grind']"
5,"['say', 'paul', 'ryan', 'back', 'propos', 'bailout', 'puerto', 'rico']"
1,"['religi', 'group', 'like', 'knight', 'columbus', 'forc', 'allow', 'marriag', 'ceremoni', 'facil', 'belief']"
1,"['say', 'senat', 'oppon', 'tommi', 'thompson', 'person', 'million', 'feder', 'contract', 'grant', 'healthcar', 'compani', 'leav', 'respond', 'care', 'promis']"
1,"['senat', 'vote', 'week', 'allow', 'illeg', 'alien', 'access', 'social', 'secur', 'benefit']"
5,"['iraq', 'civilian', 'death', 'incid', 'bomb', 'remain', 'relat', 'go', 'year']"
5,"['obamacar', 'caus', 'million', 'time', 'job', 'time']"
5,"['period', 'offic', 'health', 'insur', 'commission', 'report', 'percent', 'declin', 'state', 'total', 'medic', 'spend']"
5,"['like', 'marco', 'rubio', 'barack', 'obama', 'worst', 'attend', 'record', 'senat']"
5,"['say', 'congress', 'doesnt', 'avoid', 'sequest', 'ten', 'thousand', 'parent', 'scrambl', 'child', 'care', 'kid']"
5,"['obama', 'lawyer', 'acorn']"
5,"['lake', 'eri', 'support', 'near', 'percent', 'ohio', 'job', 'generat', 'million', 'state', 'local', 'tax']"
5,"['cite', 'effort', 'secur', 'border', 'obama', 'say', 'overal', 'number', 'peopl', 'tri', 'cross', 'border', 'illeg', 'lowest']"
1,"['beyonc', 'attempt', 'right', 'confeder', 'flag', 'prevent']"
1,"['texa', 'rep', 'eddi', 'bernic', 'johnson', 'sheila', 'jackson', 'open', 'socialist', 'congress']"
1,"['state', 'legisl', 'quiet', 'shift', 'billion', 'educ', 'road', 'build']"
1,"['women', 'seek', 'abort', 'ultrasound', 'odd', 'pretti', 'high', 'theyr', 'go', 'babi']"
1,"['averag', 'rate', 'fraud', 'earn', 'incom', 'credit', 'medicar', 'medicaid', 'food', 'stamp', 'program', 'percent']"
1,"['mcauliff', 'budget', 'raid', 'school', 'obamacar']"
5,"['say', 'conni', 'mack', 'vote', 'redefin', 'rape', 'forcibl', 'rape']"
5,"['lower', 'tax', 'year']"
5,"['antonio', 'largest', 'citi', 'unit', 'state', 'african', 'american', 'woman', 'mayor']"
5,"['say', 'catherin', 'cortez', 'masto', 'indict', 'brian', 'krolicki', 'innoc', 'order', 'save', 'harri', 'reid', 'polit', 'career']"
5,"['generat', 'job', 'rest', 'countri', 'combin', 'job', 'state', 'entir', 'countri']"
5,"['travi', 'counti', 'surround', 'counti']"
1,"['say', 'nation', 'health', 'care', 'put', 'feder', 'bureaucrat', 'american', 'citizen', 'doctor']"
5,"['nanci', 'nusbaum', 'brown', 'counti', 'execut', 'spend', 'go', 'near', 'percent']"
1,"['rhode', 'island', 'treasur', 'gina', 'raimondo', 'rais', 'mortal', 'rate', 'annuiti', 'chart', 'creat', 'pension', 'crisi']"
5,"['say', 'owner', 'celilo', 'group', 'media']"
1,"['report', 'million', 'vote', 'presidenti', 'elect', 'cast', 'illeg', 'alien']"
1,"['go', 'charg', 'huge', 'nation', 'databas', 'health', 'care', 'includ', 'american', 'person', 'intim', 'close', 'vest', 'secret']"
5,"['human', 'contribut', 'global', 'warm']"
1,"['stori', 'women', 'say', 'grope', 'forc', 'larg', 'debunk']"
1,"['say', 'chris', 'christi', 'veto', 'equal', 'women', 'time', 'pass', 'damag', 'campaign', 'issu']"
5,"['say', 'donald', 'trump', 'believ', 'state', 'actual', 'right', 'lower', 'minimum', 'wage']"
5,"['young', 'peopl', 'kill', 'gunfir', 'victim', 'homicid', 'elementari', 'school', 'children']"
5,"['democrat', 'newport', 'homeless', 'poll']"
1,"['negoti', 'open', 'border', 'flee', 'refuge', 'safeti', 'kosovo']"
5,"['tuition', 'virginia', 'colleg', 'doubl', 'percent', 'year']"
5,"['say', 'mark', 'begich', 'ineffect', 'pass', 'name', 'build']"
1,"['decis', 'cancel', 'trademark', 'washington', 'redskin', 'patent', 'trademark', 'offic', 'barack', 'obama']"
5,"['tougher', 'standard', 'hold', 'manufactur', 'seller', 'account', 'real', 'gun']"
5,"['decad', 'averag', 'incom', 'percent', 'work', 'american', 'actual', 'declin', 'percent', 'incom', 'rise', 'averag', 'quarter', 'million', 'dollar']"
1,['obamacar']
5,"['good', 'life', 'liber', 'right', 'life', 'liber']"
5,"['say', 'nation', 'debt', 'tripl', 'greg', 'walden', 'time', 'congress']"
5,"['see', 'number', 'job', 'creat', 'month', 'creat', 'job', 'total', 'april', 'happen', 'normal', 'recoveri']"
5,"['counti', 'fastest', 'grow', 'airport', 'america', 'attract', 'near', 'privat', 'sector', 'job']"
5,"['provid', 'teacher', 'year', 'evalu']"
1,"['fight', 'hard', 'state', 'senat', 'seat', 'lose', 'point', 'rais']"
5,"['coca', 'cola', 'say', 'find', 'easier', 'work', 'china', 'unit', 'state']"
1,"['iran', 'nuclear', 'deal', 'billion']"
5,"['say', 'pack', 'sugar']"
5,"['research', 'show', 'employ', 'mandat', 'hous', 'health', 'reform', 'place', 'million', 'substanti', 'risk', 'unemploy', 'minor', 'worker', 'lose', 'job', 'twice', 'rate', 'white', 'counterpart']"
1,"['dont', 'believ', 'phoni', 'number', 'hear', 'percent', 'unemploy', 'number', 'probabl', 'high', 'fact', 'hear', 'recent', 'percent']"
1,"['say', 'march', 'jersey', 'state', 'nation', 'lose', 'job', 'state', 'highest', 'loss', 'job', 'nation']"
1,"['estim', 'percent', 'gun', 'sell', 'unit', 'state', 'occur', 'background', 'record', 'check']"
1,"['christian', 'leav', 'iraq']"
5,"['young', 'veteran', 'higher', 'unemploy', 'rate', 'peopl', 'didnt', 'serv']"
5,"['say', 'iowa', 'senat', 'candid', 'joni', 'ernst', 'promis', 'shut', 'depart', 'educ', 'abolish']"
5,"['say', 'scott', 'walker', 'earli', 'vote', 'sign', 'legisl', 'harder', 'colleg', 'student', 'vote']"
1,"['ask', 'receiv', 'singl', 'earmark', 'pork', 'barrel', 'project', 'state']"
